adviser_id,tier,sector,barrier,success_rate,sample_size
ADV-0030,mid,Warehouse / logistics,Confidence,0.95,59
ADV-0030,mid,Warehouse / logistics,Caring responsibilities,0.95,51
ADV-0030,mid,Retail,Transport cost,0.929,59
ADV-0030,mid,Retail,Childcare cost,0.941,76
ADV-0030,mid,Retail,Mental health,0.95,42
ADV-0030,mid,Retail,Physical health,0.95,104
ADV-0030,mid,Retail,Digital skills,0.928,102
ADV-0030,mid,Retail,English language,0.95,15
ADV-0030,mid,Retail,Housing instability,0.926,36
ADV-0030,mid,Retail,Criminal record,0.94,106
ADV-0030,mid,Retail,Confidence,0.93,53
ADV-0030,mid,Retail,Caring responsibilities,0.95,54
ADV-0030,mid,Hospitality,Transport cost,0.95,67
ADV-0030,mid,Hospitality,Childcare cost,0.95,77
ADV-0030,mid,Hospitality,Mental health,0.95,103
ADV-0030,mid,Hospitality,Physical health,0.95,29
ADV-0030,mid,Hospitality,Digital skills,0.938,70
ADV-0030,mid,Hospitality,English language,0.926,49
ADV-0030,mid,Hospitality,Housing instability,0.95,31
ADV-0030,mid,Hospitality,Criminal record,0.95,44
ADV-0030,mid,Hospitality,Confidence,0.95,8
ADV-0030,mid,Hospitality,Caring responsibilities,0.95,89
ADV-0030,mid,Construction,Transport cost,0.95,37
ADV-0030,mid,Construction,Childcare cost,0.95,85
ADV-0030,mid,Construction,Mental health,0.95,25
ADV-0030,mid,Construction,Physical health,0.95,84
ADV-0030,mid,Construction,Digital skills,0.95,43
ADV-0030,mid,Construction,English language,0.95,72
ADV-0030,mid,Construction,Housing instability,0.923,114
ADV-0030,mid,Construction,Criminal record,0.95,84
ADV-0030,mid,Construction,Confidence,0.95,13
ADV-0030,mid,Construction,Caring responsibilities,0.95,95
ADV-0030,mid,Care / health,Transport cost,0.95,96
ADV-0030,mid,Care / health,Childcare cost,0.95,84
ADV-0030,mid,Care / health,Mental health,0.95,45
ADV-0030,mid,Care / health,Physical health,0.917,51
ADV-0030,mid,Care / health,Digital skills,0.95,83
ADV-0030,mid,Care / health,English language,0.95,78
ADV-0030,mid,Care / health,Housing instability,0.912,50
ADV-0030,mid,Care / health,Criminal record,0.95,31
ADV-0030,mid,Care / health,Confidence,0.95,79
ADV-0030,mid,Care / health,Caring responsibilities,0.95,65
ADV-0030,mid,Driving,Transport cost,0.95,51
ADV-0030,mid,Driving,Childcare cost,0.95,6
ADV-0030,mid,Driving,Mental health,0.95,45
ADV-0030,mid,Driving,Physical health,0.95,59
ADV-0030,mid,Driving,Digital skills,0.95,40
ADV-0030,mid,Driving,English language,0.95,17
ADV-0030,mid,Driving,Housing instability,0.95,66
ADV-0030,mid,Driving,Criminal record,0.95,72
ADV-0030,mid,Driving,Confidence,0.95,75
ADV-0030,mid,Driving,Caring responsibilities,0.928,94
ADV-0030,mid,Cleaning / facilities,Transport cost,0.911,19
ADV-0030,mid,Cleaning / facilities,Childcare cost,0.931,73
ADV-0030,mid,Cleaning / facilities,Mental health,0.95,25
ADV-0030,mid,Cleaning / facilities,Physical health,0.95,50
ADV-0030,mid,Cleaning / facilities,Digital skills,0.948,35
ADV-0030,mid,Cleaning / facilities,English language,0.95,68
ADV-0030,mid,Cleaning / facilities,Housing instability,0.95,94
ADV-0030,mid,Cleaning / facilities,Criminal record,0.95,20
ADV-0030,mid,Cleaning / facilities,Confidence,0.92,61
ADV-0030,mid,Cleaning / facilities,Caring responsibilities,0.92,25
ADV-0030,mid,Admin / office,Transport cost,0.95,100
ADV-0030,mid,Admin / office,Childcare cost,0.95,41
ADV-0030,mid,Admin / office,Mental health,0.95,35
ADV-0030,mid,Admin / office,Physical health,0.95,50
ADV-0030,mid,Admin / office,Digital skills,0.95,88
ADV-0030,mid,Admin / office,English language,0.95,49
ADV-0030,mid,Admin / office,Housing instability,0.95,87
ADV-0030,mid,Admin / office,Criminal record,0.95,35
ADV-0030,mid,Admin / office,Confidence,0.95,78
ADV-0030,mid,Admin / office,Caring responsibilities,0.95,109
ADV-0030,mid,Manufacturing,Transport cost,0.95,75
ADV-0030,mid,Manufacturing,Childcare cost,0.95,15
ADV-0030,mid,Manufacturing,Mental health,0.95,47
ADV-0030,mid,Manufacturing,Physical health,0.95,51
ADV-0030,mid,Manufacturing,Digital skills,0.95,30
ADV-0030,mid,Manufacturing,English language,0.95,56
ADV-0030,mid,Manufacturing,Housing instability,0.929,26
ADV-0030,mid,Manufacturing,Criminal record,0.95,47
ADV-0030,mid,Manufacturing,Confidence,0.95,23
ADV-0030,mid,Manufacturing,Caring responsibilities,0.95,63
ADV-0030,mid,Security,Transport cost,0.95,76
ADV-0030,mid,Security,Childcare cost,0.941,33
ADV-0030,mid,Security,Mental health,0.95,68
ADV-0030,mid,Security,Physical health,0.95,55
ADV-0030,mid,Security,Digital skills,0.95,28
ADV-0030,mid,Security,English language,0.916,90
ADV-0030,mid,Security,Housing instability,0.95,74
ADV-0030,mid,Security,Criminal record,0.95,50
ADV-0030,mid,Security,Confidence,0.95,67
ADV-0030,mid,Security,Caring responsibilities,0.95,72
ADV-0030,mid,Other,Transport cost,0.95,66
ADV-0030,mid,Other,Childcare cost,0.95,94
ADV-0030,mid,Other,Mental health,0.95,46
ADV-0030,mid,Other,Physical health,0.938,104
ADV-0030,mid,Other,Digital skills,0.95,58
ADV-0030,mid,Other,English language,0.95,59
ADV-0030,mid,Other,Housing instability,0.945,85
ADV-0030,mid,Other,Criminal record,0.95,63
ADV-0030,mid,Other,Confidence,0.95,66
ADV-0030,mid,Other,Caring responsibilities,0.95,93
ADV-0031,veteran,Warehouse / logistics,Transport cost,0.95,132
ADV-0031,veteran,Warehouse / logistics,Childcare cost,0.95,62
ADV-0031,veteran,Warehouse / logistics,Mental health,0.95,62
ADV-0031,veteran,Warehouse / logistics,Physical health,0.95,88
ADV-0031,veteran,Warehouse / logistics,Digital skills,0.95,83
ADV-0031,veteran,Warehouse / logistics,English language,0.95,92
ADV-0031,veteran,Warehouse / logistics,Housing instability,0.95,26
ADV-0031,veteran,Warehouse / logistics,Criminal record,0.95,97
ADV-0031,veteran,Warehouse / logistics,Confidence,0.95,144
ADV-0031,veteran,Warehouse / logistics,Caring responsibilities,0.95,105
ADV-0031,veteran,Retail,Transport cost,0.95,66
ADV-0031,veteran,Retail,Childcare cost,0.95,88
ADV-0031,veteran,Retail,Mental health,0.95,90
ADV-0031,veteran,Retail,Physical health,0.95,20
ADV-0031,veteran,Retail,Digital skills,0.95,20
ADV-0031,veteran,Retail,English language,0.95,45
ADV-0031,veteran,Retail,Housing instability,0.95,103
ADV-0031,veteran,Retail,Criminal record,0.95,112
ADV-0031,veteran,Retail,Confidence,0.95,16
ADV-0031,veteran,Retail,Caring responsibilities,0.95,26
ADV-0031,veteran,Hospitality,Transport cost,0.95,135
ADV-0031,veteran,Hospitality,Childcare cost,0.95,46
ADV-0031,veteran,Hospitality,Mental health,0.95,62
ADV-0031,veteran,Hospitality,Physical health,0.95,137
ADV-0031,veteran,Hospitality,Digital skills,0.95,31
ADV-0031,veteran,Hospitality,English language,0.95,55
ADV-0031,veteran,Hospitality,Housing instability,0.95,83
ADV-0031,veteran,Hospitality,Criminal record,0.95,85
ADV-0031,veteran,Hospitality,Confidence,0.95,84
ADV-0031,veteran,Hospitality,Caring responsibilities,0.95,98
ADV-0031,veteran,Construction,Transport cost,0.95,79
ADV-0031,veteran,Construction,Childcare cost,0.95,71
ADV-0031,veteran,Construction,Mental health,0.95,64
ADV-0031,veteran,Construction,Physical health,0.95,47
ADV-0031,veteran,Construction,Digital skills,0.95,84
ADV-0031,veteran,Construction,English language,0.95,75
ADV-0031,veteran,Construction,Housing instability,0.95,54
ADV-0031,veteran,Construction,Criminal record,0.95,101
ADV-0031,veteran,Construction,Confidence,0.95,110
ADV-0031,veteran,Construction,Caring responsibilities,0.95,65
ADV-0031,veteran,Care / health,Transport cost,0.95,112
ADV-0031,veteran,Care / health,Childcare cost,0.95,80
ADV-0031,veteran,Care / health,Mental health,0.95,110
ADV-0031,veteran,Care / health,Physical health,0.95,46
ADV-0031,veteran,Care / health,Digital skills,0.95,39
ADV-0031,veteran,Care / health,English language,0.95,41
ADV-0031,veteran,Care / health,Housing instability,0.95,46
ADV-0031,veteran,Care / health,Criminal record,0.95,94
ADV-0031,veteran,Care / health,Confidence,0.95,101
ADV-0031,veteran,Care / health,Caring responsibilities,0.95,82
ADV-0031,veteran,Driving,Transport cost,0.95,97
ADV-0031,veteran,Driving,Childcare cost,0.95,102
ADV-0031,veteran,Driving,Mental health,0.95,56
ADV-0031,veteran,Driving,Physical health,0.95,123
ADV-0031,veteran,Driving,Digital skills,0.95,111
ADV-0031,veteran,Driving,English language,0.95,90
ADV-0031,veteran,Driving,Housing instability,0.95,90
ADV-0031,veteran,Driving,Criminal record,0.95,80
ADV-0031,veteran,Driving,Confidence,0.95,63
ADV-0031,veteran,Driving,Caring responsibilities,0.95,118
ADV-0031,veteran,Cleaning / facilities,Transport cost,0.95,145
ADV-0031,veteran,Cleaning / facilities,Childcare cost,0.95,67
ADV-0031,veteran,Cleaning / facilities,Mental health,0.95,11
ADV-0031,veteran,Cleaning / facilities,Physical health,0.95,110
ADV-0031,veteran,Cleaning / facilities,Digital skills,0.95,92
ADV-0031,veteran,Cleaning / facilities,English language,0.95,140
ADV-0031,veteran,Cleaning / facilities,Housing instability,0.95,12
ADV-0031,veteran,Cleaning / facilities,Criminal record,0.95,100
ADV-0031,veteran,Cleaning / facilities,Confidence,0.95,53
ADV-0031,veteran,Cleaning / facilities,Caring responsibilities,0.95,120
ADV-0031,veteran,Admin / office,Transport cost,0.95,16
ADV-0031,veteran,Admin / office,Childcare cost,0.95,23
ADV-0031,veteran,Admin / office,Mental health,0.95,115
ADV-0031,veteran,Admin / office,Physical health,0.95,89
ADV-0031,veteran,Admin / office,Digital skills,0.95,82
ADV-0031,veteran,Admin / office,English language,0.95,128
ADV-0031,veteran,Admin / office,Housing instability,0.95,50
ADV-0031,veteran,Admin / office,Criminal record,0.95,95
ADV-0031,veteran,Admin / office,Confidence,0.95,146
ADV-0031,veteran,Admin / office,Caring responsibilities,0.95,124
ADV-0031,veteran,Manufacturing,Transport cost,0.95,105
ADV-0031,veteran,Manufacturing,Childcare cost,0.95,109
ADV-0031,veteran,Manufacturing,Mental health,0.95,95
ADV-0031,veteran,Manufacturing,Physical health,0.95,62
ADV-0031,veteran,Manufacturing,Digital skills,0.95,74
ADV-0031,veteran,Manufacturing,English language,0.95,24
ADV-0031,veteran,Manufacturing,Housing instability,0.95,57
ADV-0031,veteran,Manufacturing,Criminal record,0.95,130
ADV-0031,veteran,Manufacturing,Confidence,0.95,25
ADV-0031,veteran,Manufacturing,Caring responsibilities,0.95,133
ADV-0031,veteran,Security,Transport cost,0.95,34
ADV-0031,veteran,Security,Childcare cost,0.95,36
ADV-0031,veteran,Security,Mental health,0.95,94
ADV-0031,veteran,Security,Physical health,0.95,19
ADV-0031,veteran,Security,Digital skills,0.95,105
ADV-0031,veteran,Security,English language,0.95,64
ADV-0031,veteran,Security,Housing instability,0.95,124
ADV-0031,veteran,Security,Criminal record,0.95,147
ADV-0031,veteran,Security,Confidence,0.95,78
ADV-0031,veteran,Security,Caring responsibilities,0.95,73
ADV-0031,veteran,Other,Transport cost,0.95,51
ADV-0031,veteran,Other,Childcare cost,0.95,88
ADV-0031,veteran,Other,Mental health,0.95,62
ADV-0031,veteran,Other,Physical health,0.95,72
ADV-0031,veteran,Other,Digital skills,0.95,35
ADV-0031,veteran,Other,English language,0.95,81
ADV-0031,veteran,Other,Housing instability,0.95,117
ADV-0031,veteran,Other,Criminal record,0.95,94
ADV-0031,veteran,Other,Confidence,0.95,64
ADV-0031,veteran,Other,Caring responsibilities,0.95,88
ADV-0032,mid,Warehouse / logistics,Transport cost,0.95,111
ADV-0032,mid,Warehouse / logistics,Childcare cost,0.95,71
ADV-0032,mid,Warehouse / logistics,Mental health,0.95,35
ADV-0032,mid,Warehouse / logistics,Physical health,0.95,102
ADV-0032,mid,Warehouse / logistics,Digital skills,0.95,88
ADV-0032,mid,Warehouse / logistics,English language,0.95,22
ADV-0032,mid,Warehouse / logistics,Housing instability,0.95,131
ADV-0032,mid,Warehouse / logistics,Criminal record,0.95,102
ADV-0032,mid,Warehouse / logistics,Confidence,0.95,89
ADV-0032,mid,Warehouse / logistics,Caring responsibilities,0.95,95
ADV-0032,mid,Retail,Transport cost,0.95,99
ADV-0032,mid,Retail,Childcare cost,0.95,59
ADV-0032,mid,Retail,Mental health,0.95,105
ADV-0032,mid,Retail,Physical health,0.95,24
ADV-0032,mid,Retail,Digital skills,0.95,29
ADV-0032,mid,Retail,English language,0.95,70
ADV-0032,mid,Retail,Housing instability,0.95,53
ADV-0032,mid,Retail,Criminal record,0.95,12
ADV-0032,mid,Retail,Confidence,0.95,106
ADV-0032,mid,Retail,Caring responsibilities,0.95,92
ADV-0032,mid,Hospitality,Transport cost,0.95,29
ADV-0032,mid,Hospitality,Childcare cost,0.95,94
ADV-0032,mid,Hospitality,Mental health,0.95,47
ADV-0032,mid,Hospitality,Physical health,0.95,55
ADV-0032,mid,Hospitality,Digital skills,0.95,91
ADV-0032,mid,Hospitality,English language,0.95,38
ADV-0032,mid,Hospitality,Housing instability,0.95,30
ADV-0032,mid,Hospitality,Criminal record,0.95,99
ADV-0032,mid,Hospitality,Confidence,0.95,46
ADV-0032,mid,Hospitality,Caring responsibilities,0.95,50
ADV-0032,mid,Construction,Transport cost,0.95,56
ADV-0032,mid,Construction,Childcare cost,0.95,39
ADV-0032,mid,Construction,Mental health,0.95,48
ADV-0032,mid,Construction,Physical health,0.95,63
ADV-0032,mid,Construction,Digital skills,0.95,123
ADV-0032,mid,Construction,English language,0.95,31
ADV-0032,mid,Construction,Housing instability,0.95,126
ADV-0032,mid,Construction,Criminal record,0.95,42
ADV-0032,mid,Construction,Confidence,0.95,26
ADV-0032,mid,Construction,Caring responsibilities,0.95,92
ADV-0032,mid,Care / health,Transport cost,0.95,69
ADV-0032,mid,Care / health,Childcare cost,0.95,46
ADV-0032,mid,Care / health,Mental health,0.95,108
ADV-0032,mid,Care / health,Physical health,0.95,39
ADV-0032,mid,Care / health,Digital skills,0.95,73
ADV-0032,mid,Care / health,English language,0.95,22
ADV-0032,mid,Care / health,Housing instability,0.95,47
ADV-0032,mid,Care / health,Criminal record,0.95,28
ADV-0032,mid,Care / health,Confidence,0.95,43
ADV-0032,mid,Care / health,Caring responsibilities,0.95,72
ADV-0032,mid,Driving,Transport cost,0.95,39
ADV-0032,mid,Driving,Childcare cost,0.95,30
ADV-0032,mid,Driving,Mental health,0.95,129
ADV-0032,mid,Driving,Physical health,0.95,102
ADV-0032,mid,Driving,Digital skills,0.95,69
ADV-0032,mid,Driving,English language,0.95,49
ADV-0032,mid,Driving,Housing instability,0.95,65
ADV-0032,mid,Driving,Criminal record,0.95,45
ADV-0032,mid,Driving,Confidence,0.95,74
ADV-0032,mid,Driving,Caring responsibilities,0.95,106
ADV-0032,mid,Cleaning / facilities,Transport cost,0.95,41
ADV-0032,mid,Cleaning / facilities,Childcare cost,0.95,26
ADV-0032,mid,Cleaning / facilities,Mental health,0.95,104
ADV-0032,mid,Cleaning / facilities,Physical health,0.95,94
ADV-0032,mid,Cleaning / facilities,Digital skills,0.95,28
ADV-0032,mid,Cleaning / facilities,English language,0.95,118
ADV-0032,mid,Cleaning / facilities,Housing instability,0.95,68
ADV-0032,mid,Cleaning / facilities,Criminal record,0.95,35
ADV-0032,mid,Cleaning / facilities,Confidence,0.95,14
ADV-0032,mid,Cleaning / facilities,Caring responsibilities,0.95,54
ADV-0032,mid,Admin / office,Transport cost,0.95,22
ADV-0032,mid,Admin / office,Childcare cost,0.95,86
ADV-0032,mid,Admin / office,Mental health,0.95,54
ADV-0032,mid,Admin / office,Physical health,0.95,123
ADV-0032,mid,Admin / office,Digital skills,0.95,92
ADV-0032,mid,Admin / office,English language,0.95,26
ADV-0032,mid,Admin / office,Housing instability,0.95,93
ADV-0032,mid,Admin / office,Criminal record,0.95,75
ADV-0032,mid,Admin / office,Confidence,0.95,115
ADV-0032,mid,Admin / office,Caring responsibilities,0.95,114
ADV-0032,mid,Manufacturing,Transport cost,0.95,26
ADV-0032,mid,Manufacturing,Childcare cost,0.95,51
ADV-0032,mid,Manufacturing,Mental health,0.95,52
ADV-0032,mid,Manufacturing,Physical health,0.95,32
ADV-0032,mid,Manufacturing,Digital skills,0.95,49
ADV-0032,mid,Manufacturing,English language,0.95,73
ADV-0032,mid,Manufacturing,Housing instability,0.95,50
ADV-0032,mid,Manufacturing,Criminal record,0.95,74
ADV-0032,mid,Manufacturing,Confidence,0.95,106
ADV-0032,mid,Manufacturing,Caring responsibilities,0.95,61
ADV-0032,mid,Security,Transport cost,0.95,61
ADV-0032,mid,Security,Childcare cost,0.95,103
ADV-0032,mid,Security,Mental health,0.95,20
ADV-0032,mid,Security,Physical health,0.95,48
ADV-0032,mid,Security,Digital skills,0.95,10
ADV-0032,mid,Security,English language,0.95,45
ADV-0032,mid,Security,Housing instability,0.95,78
ADV-0032,mid,Security,Criminal record,0.95,60
ADV-0032,mid,Security,Confidence,0.95,39
ADV-0032,mid,Security,Caring responsibilities,0.95,114
ADV-0032,mid,Other,Transport cost,0.95,63
ADV-0032,mid,Other,Childcare cost,0.95,117
ADV-0032,mid,Other,Mental health,0.95,51
ADV-0032,mid,Other,Physical health,0.95,72
ADV-0032,mid,Other,Digital skills,0.95,40
ADV-0032,mid,Other,English language,0.95,23
ADV-0032,mid,Other,Housing instability,0.95,57
ADV-0032,mid,Other,Criminal record,0.95,75
ADV-0032,mid,Other,Confidence,0.95,84
ADV-0032,mid,Other,Caring responsibilities,0.95,61
ADV-0033,mid,Warehouse / logistics,Transport cost,0.814,61
ADV-0033,mid,Warehouse / logistics,Childcare cost,0.734,79
ADV-0033,mid,Warehouse / logistics,Mental health,0.781,10
ADV-0033,mid,Warehouse / logistics,Physical health,0.733,44
ADV-0033,mid,Warehouse / logistics,Digital skills,0.767,32
ADV-0033,mid,Warehouse / logistics,English language,0.853,33
ADV-0033,mid,Warehouse / logistics,Housing instability,0.743,68
ADV-0033,mid,Warehouse / logistics,Criminal record,0.726,42
ADV-0033,mid,Warehouse / logistics,Confidence,0.779,49
ADV-0033,mid,Warehouse / logistics,Caring responsibilities,0.728,28
ADV-0033,mid,Retail,Transport cost,0.847,72
ADV-0033,mid,Retail,Childcare cost,0.809,17
ADV-0033,mid,Retail,Mental health,0.85,26
ADV-0033,mid,Retail,Physical health,0.838,37
ADV-0033,mid,Retail,Digital skills,0.751,41
ADV-0033,mid,Retail,English language,0.818,17
ADV-0033,mid,Retail,Housing instability,0.84,67
ADV-0033,mid,Retail,Criminal record,0.86,35
ADV-0033,mid,Retail,Confidence,0.731,39
ADV-0033,mid,Retail,Caring responsibilities,0.762,38
ADV-0033,mid,Hospitality,Transport cost,0.903,55
ADV-0033,mid,Hospitality,Childcare cost,0.833,74
ADV-0033,mid,Hospitality,Mental health,0.798,25
ADV-0033,mid,Hospitality,Physical health,0.86,63
ADV-0033,mid,Hospitality,Digital skills,0.865,70
ADV-0033,mid,Hospitality,English language,0.834,83
ADV-0033,mid,Hospitality,Housing instability,0.844,66
ADV-0033,mid,Hospitality,Criminal record,0.899,28
ADV-0033,mid,Hospitality,Confidence,0.826,36
ADV-0033,mid,Hospitality,Caring responsibilities,0.85,8
